internal_id,food_name,food_name_original,food_name_es,food_name_en,food_name_normalized,sci_name,langual_codes,source,source_id,country,language,food_type,category,subcategory,state,preparation,edible_portion,reference_basis,kcal_100g,kj_100g,energy_calculated,protein_g_100g,carbohydrates_g_100g,sugars_g_100g,starch_g_100g,fat_g_100g,saturated_fat_g_100g,monounsaturated_fat_g_100g,polyunsaturated_fat_g_100g,trans_fat_g_100g,omega3_g_100g,omega6_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,salt_calculated,cholesterol_mg_100g,water_g_100g,alcohol_g_100g,calcium_mg_100g,iron_mg_100g,magnesium_mg_100g,phosphorus_mg_100g,potassium_mg_100g,zinc_mg_100g,copper_mg_100g,iodine_ug_100g,selenium_ug_100g,vitamin_a_ug_100g,vitamin_c_mg_100g,vitamin_d_ug_100g,vitamin_e_mg_100g,vitamin_b6_mg_100g,vitamin_b12_ug_100g,folate_ug_100g,thiamine_mg_100g,riboflavin_mg_100g,niacin_mg_100g,pantothenic_acid_mg_100g,biotin_ug_100g,added_sugars_g_100g,lactose_g_100g,polyols_g_100g,choline_mg_100g,caffeine_mg_100g,manganese_mg_100g,fluoride_mg_100g,arachidic_acid_g_100g,lauric_acid_g_100g,myristic_acid_g_100g,palmitic_acid_g_100g,stearic_acid_g_100g,oleic_acid_g_100g,linoleic_acid_g_100g,alpha_linolenic_acid_g_100g,arachidonic_acid_g_100g,epa_g_100g,dha_g_100g,brand,barcode,package_size_g,package_price,price_per_kg,price_per_100g,cost_per_20g_protein,cost_per_30g_protein,protein_per_euro,search_name,search_tokens,aliases,data_quality_score,preferred_record,duplicate_group_id,validation_status,validation_notes,notes,created_at,updated_at
FABRICANTE-2302839004036,Pinchos s/varilla,Pinchos s/varilla,Pinchos s/varilla,,pinchos s varilla,,,FABRICANTE,2302839004036,ES,es,branded,,,,,1.0,100g,103.0,430.95,False,17.7,2.0,0.5,,2.7,1.0,,,,,,,980.0,2.45,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302839004036,,,,,,,,Pinchos s/varilla,pinchos pincho varilla varillas nan nans mercadona mercadonas,,94,False,GRP-02999,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304376003954,Filete de pechuga de pavo,Filete de pechuga de pavo,Filete de pechuga de pavo,,filete de pechuga de pavo,,,FABRICANTE,2304376003954,ES,es,branded,,,,,1.0,100g,112.0,468.61,False,25.1,0.0,0.0,,1.3,0.5,,,,,,,64.0,0.16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304376003954,,,,,,,,Filete de pechuga de pavo,filete filetes de des pechuga pechugas pavo pavos nan nans mercadona mercadonas,,94,False,GRP-01363,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302714002393,Filete de lomo,Filete de lomo,Filete de lomo,,filete de lomo,,,FABRICANTE,2302714002393,ES,es,branded,,,,,1.0,100g,174.0,728.02,False,23.0,0.0,0.0,,9.1,3.4,,,,,,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302714002393,,,,,,,,Filete de lomo,filete filetes de des lomo lomos nan nans mercadona mercadonas,,100,True,GRP-01353,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-232835680000100139001392,Tradicional,Tradicional,Tradicional,,tradicional,,,FABRICANTE,232835680000100139001392,ES,es,branded,,,,,1.0,100g,259.0,1083.66,False,9.5,48.9,3.0,,2.0,0.4,,,,,,,471.99999999999994,1.18,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,232835680000100139001392,,,,,,,,Tradicional,tradicional tradicionals nan nans mercadona mercadonas,,94,True,GRP-03677,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304152003390,Solomillo Provenzal,Solomillo Provenzal,Solomillo Provenzal,,solomillo provenzal,,,FABRICANTE,2304152003390,ES,es,branded,,,,,1.0,100g,112.0,468.61,False,17.8,3.1,0.9,,3.2,0.9,,,,,,,951.9999999999999,2.38,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304152003390,,,,,,,,Solomillo Provenzal,solomillo solomillos provenzal provenzals nan nans mercadona mercadonas,,94,False,GRP-03551,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304156003792,Brocheta de pavo,Brocheta de pavo,Brocheta de pavo,,brocheta de pavo,,,FABRICANTE,2304156003792,ES,es,branded,,,,,1.0,100g,98.0,410.03,False,14.9,2.6,0.0,,3.1,1.15,,,,,,,252.0,0.63,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304156003792,,,,,,,,Brocheta de pavo,brocheta brochetas de des pavo pavos nan nans mercadona mercadonas,,94,False,GRP-00508,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302787004232,Filete de pollo,Filete de pollo,Filete de pollo,,filete de pollo,,,FABRICANTE,2302787004232,ES,es,branded,,,,,1.0,100g,106.0,443.5,False,22.0,0.0,,,1.8,0.5,,,,,,,0.16,0.0004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302787004232,,,,,,,,Filete de pollo,filete filetes de des pollo pollos nan nans mercadona mercadonas,,89,True,GRP-01471,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304116003176,Butifarra fresca,Butifarra fresca,Butifarra fresca,,butifarra fresca,,,FABRICANTE,2304116003176,ES,es,branded,,,crudo,,1.0,100g,222.0,928.85,False,13.0,2.0,0.5,,18.0,6.0,,,,,,,720.0,1.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304116003176,,,,,,,,Butifarra fresca,butifarra butifarras fresca frescas nan nans mercadona mercadonas,,94,False,GRP-00569,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304176002683,Medallones solomillo,Medallones solomillo,Medallones solomillo,,medallones solomillo,,,FABRICANTE,2304176002683,ES,es,branded,,,,,1.0,100g,421.0,1761.46,False,17.4,0.4,0.4,,3.2,0.4,,,,,,,400.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304176002683,,,,,,,,Medallones solomillo,medallones medallon solomillo solomillos nan nans mercadona mercadonas,,85,True,GRP-02270,REVIEW,"kcal declarada (421) se aleja de la estimada por macros (100), 321% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-8480000828644,Barra artesana,Barra artesana,Barra artesana,,barra artesana,,,FABRICANTE,8480000828644,ES,es,branded,,,,,1.0,100g,283.0,1184.07,False,9.1,55.0,2.6,,1.9,0.7,,,,,,,684.0,1.71,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,8480000828644,,,,,,,,Barra artesana,barra barras artesana artesanas nan nans mercadona mercadonas,,94,True,GRP-00357,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302712004306,Vacuno filete 1ªB,Vacuno filete 1ªB,Vacuno filete 1ªB,,vacuno filete 1 b,,,FABRICANTE,2302712004306,ES,es,branded,,,,,1.0,100g,127.0,531.37,False,20.0,0.5,0.5,,4.9,2.2,,,,,,,76.0,0.19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302712004306,,,,,,,,Vacuno filete 1ªB,vacuno vacunos filete filetes nan nans mercadona mercadonas,,94,True,GRP-03711,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305245003099,Pinchos de pollo con varilla,Pinchos de pollo con varilla,Pinchos de pollo con varilla,,pinchos de pollo con varilla,,,FABRICANTE,2305245003099,ES,es,branded,,,,,1.0,100g,91.0,380.74,False,19.7,0.8,0.7,,1.0,0.37,,,,,,,776.0,1.94,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305245003099,,,,,,,,Pinchos de pollo con varilla,pinchos pincho de des pollo pollos con cons varilla varillas nan nans mercadona mercadonas,,94,True,GRP-02992,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2301423001352,Arreglos Cerdo,Arreglos Cerdo,Arreglos Cerdo,,arreglos cerdo,,,FABRICANTE,2301423001352,ES,es,branded,,,,,1.0,100g,400.0,1673.6,False,10.0,0.1,0.1,,40.0,21.0,,,,,,,1600.0,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2301423001352,,,,,,,,Arreglos Cerdo,arreglos arreglo cerdo cerdos nan nans mercadona mercadonas,,94,True,GRP-00294,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302714002874,Filetes de lomo,Filetes de lomo,Filetes de lomo,,filetes de lomo,,,FABRICANTE,2302714002874,ES,es,branded,,,,,1.0,100g,152.0,635.97,False,18.0,0.0,0.0,,8.9,3.28,,,,,,,60.0,0.15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302714002874,,,,,,,,Filetes de lomo,filetes filet de des lomo lomos nan nans mercadona mercadonas,,94,False,GRP-01541,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2325258003541,Contramuslo deshuesado de pollo,Contramuslo deshuesado de pollo,Contramuslo deshuesado de pollo,,contramuslo deshuesado de pollo,,,FABRICANTE,2325258003541,ES,es,branded,,,,,1.0,100g,136.0,569.02,False,18.9,2.62,0.5,,6.7,6.7,,,,,,,1000.0,2.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2325258003541,,,,,,,,Contramuslo deshuesado de pollo,contramuslo contramuslos deshuesado deshuesados de des pollo pollos nan nans mercadona mercadonas,,94,True,GRP-01000,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302791004495,Filete de pechuga de pollo,Filete de pechuga de pollo,Filete de pechuga de pollo,,filete de pechuga de pollo,,,FABRICANTE,2302791004495,ES,es,branded,,,,,1.0,100g,102.0,426.77,False,23.1,0.5,0.5,,1.1,0.37,,,,,,,52.0,0.13,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302791004495,,,,,,,,Filete de pechuga de pollo,filete filetes de des pechuga pechugas pollo pollos nan nans mercadona mercadonas,,94,True,GRP-01389,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303682005065,Pechuga entera,Pechuga entera,Pechuga entera,,pechuga entera,,,FABRICANTE,2303682005065,ES,es,branded,,,,,1.0,100g,120.0,502.08,False,23.0,0.0,0.0,,2.6,0.6,,,,,,,44.0,0.11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303682005065,,,,,,,,Pechuga entera,pechuga pechugas entera enteras nan nans mercadona mercadonas,,94,True,GRP-02801,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302800005338,Lomo de vacuno,Lomo de vacuno,Lomo de vacuno,,lomo de vacuno,,,FABRICANTE,2302800005338,ES,es,branded,,,,,1.0,100g,145.0,606.68,False,23.0,0.4,0.4,,5.7,2.1,,,,,,,64.0,0.16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302800005338,,,,,,,,Lomo de vacuno,lomo lomos de des vacuno vacunos nan nans mercadona mercadonas,,94,True,GRP-02111,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304156003464,Brocheta de pavo,Brocheta de pavo,Brocheta de pavo,,brocheta de pavo,,,FABRICANTE,2304156003464,ES,es,branded,,,,,1.0,100g,98.0,410.03,False,14.9,2.6,0.0,,3.0,1.15,,,,,,,252.0,0.63,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304156003464,,,,,,,,Brocheta de pavo,brocheta brochetas de des pavo pavos nan nans mercadona mercadonas,,94,False,GRP-00508,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303682008028,Pechuga entera,Pechuga entera,Pechuga entera,,pechuga entera,,,FABRICANTE,2303682008028,ES,es,branded,,,,,1.0,100g,108.0,451.87,False,22.3,0.9,0.7,,1.7,0.5,,,,,,,120.0,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303682008028,,,,,,,,Pechuga entera,pechuga pechugas entera enteras nan nans mercadona mercadonas,,94,False,GRP-02796,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304571002936,Chuletas de Sajonia,Chuletas de Sajonia,Chuletas de Sajonia,,chuletas de sajonia,,,FABRICANTE,2304571002936,ES,es,branded,,,,,1.0,100g,135.0,564.84,False,17.5,1.5,1.3,,65.0,2.3,,,,,,,880.0,2.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304571002936,,,,,,,,Chuletas de Sajonia,chuletas chuleta de des sajonia sajonias nan nans mercadona mercadonas,,85,True,GRP-00916,REVIEW,"kcal declarada (135) se aleja de la estimada por macros (661), 80% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302714002638,Filetes de lomo,Filetes de lomo,Filetes de lomo,,filetes de lomo,,,FABRICANTE,2302714002638,ES,es,branded,,,,,1.0,100g,152.0,635.97,False,18.0,0.0,0.0,,8.9,3.28,,,,,,,60.0,0.15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302714002638,,,,,,,,Filetes de lomo,filetes filet de des lomo lomos nan nans mercadona mercadonas,,94,False,GRP-01541,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302831003662,Pechuga marinada,Pechuga marinada,Pechuga marinada,,pechuga marinada,,,FABRICANTE,2302831003662,ES,es,branded,,,,,1.0,100g,425.0,1778.2,False,17.2,0.9,0.5,,2.0,0.6,,,,,,,800.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302831003662,,,,,,,,Pechuga marinada,pechuga pechugas marinada marinadas nan nans mercadona mercadonas,,85,True,GRP-02829,REVIEW,"kcal declarada (425) se aleja de la estimada por macros (90), 370% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303395005277,Filetes lomo,Filetes lomo,Filetes lomo,,filetes lomo,,,FABRICANTE,2303395005277,ES,es,branded,,,,,1.0,100g,635.0,2656.84,False,18.0,0.0,0.0,,8.9,3.28,,,,,,,60.0,0.15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303395005277,,,,,,,,Filetes lomo,filetes filet lomo lomos nan nans mercadona mercadonas,,85,True,GRP-01574,REVIEW,"kcal declarada (635) se aleja de la estimada por macros (152), 317% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304900002927,Chuletas de aguja,Chuletas de aguja,Chuletas de aguja,,chuletas de aguja,,,FABRICANTE,2304900002927,ES,es,branded,,,,,1.0,100g,186.0,778.22,False,17.8,0.9,0.6,,12.4,4.9,,,,,,,80.0,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304900002927,,,,,,,,Chuletas de aguja,chuletas chuleta de des aguja agujas nan nans mercadona mercadonas,,94,False,GRP-00890,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304152003543,Solomillo provenzal,Solomillo provenzal,Solomillo provenzal,,solomillo provenzal,,,FABRICANTE,2304152003543,ES,es,branded,,,,,1.0,100g,112.0,468.61,False,17.8,3.1,0.9,,3.2,0.9,,,,,,,951.9999999999999,2.38,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304152003543,,,,,,,,Solomillo provenzal,solomillo solomillos provenzal provenzals nan nans mercadona mercadonas,,94,False,GRP-03551,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-230583310011404000004566,Jamón gran reserva,Jamón gran reserva,Jamón gran reserva,,jamon gran reserva,,,FABRICANTE,230583310011404000004566,ES,es,branded,hams,prepared meats,,,1.0,100g,284.0,1188.26,False,42.5,0.1,0.1,,12.7,4.2,,,,,,,660.0,1.65,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,230583310011404000004566,,,,,,,,Jamón gran reserva,jamon jamons gran grans reserva reservas nan nans mercadona mercadonas,,94,False,GRP-01875,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304571002486,Chuletas de sajonia,Chuletas de sajonia,Chuletas de sajonia,,chuletas de sajonia,,,FABRICANTE,2304571002486,ES,es,branded,,,,,1.0,100g,564.0,2359.78,False,17.5,1.5,1.3,,6.5,2.3,,,,,,,880.0,2.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304571002486,,,,,,,,Chuletas de sajonia,chuletas chuleta de des sajonia sajonias nan nans mercadona mercadonas,,85,True,GRP-00918,REVIEW,"kcal declarada (564) se aleja de la estimada por macros (134), 319% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302831003259,Pechuga marinada,Pechuga marinada,Pechuga marinada,,pechuga marinada,,,FABRICANTE,2302831003259,ES,es,branded,,,,,1.0,100g,101.0,422.58,False,17.2,3.5,0.5,,2.0,0.6,,,,,,,800.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302831003259,,,,,,,,Pechuga marinada,pechuga pechugas marinada marinadas nan nans mercadona mercadonas,,94,False,GRP-02826,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302787003938,Filete de pechuga,Filete de pechuga,Filete de pechuga,,filete de pechuga,,,FABRICANTE,2302787003938,ES,es,branded,,,,,1.0,100g,108.0,451.87,False,22.3,0.9,0.7,,1.7,0.5,,,,,,,120.0,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302787003938,,,,,,,,Filete de pechuga,filete filetes de des pechuga pechugas nan nans mercadona mercadonas,,94,False,GRP-01442,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304376003657,Filete pechuga Pavo,Filete pechuga Pavo,Filete pechuga Pavo,,filete pechuga pavo,,,FABRICANTE,2304376003657,ES,es,branded,,,,,1.0,100g,112.0,468.61,False,25.1,0.0,0.0,,1.3,0.5,,,,,,,64.0,0.16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304376003657,,,,,,,,Filete pechuga Pavo,filete filetes pechuga pechugas pavo pavos nan nans mercadona mercadonas,,94,False,GRP-01505,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305061002702,Pechuga de pollo ajillo marinada,Pechuga de pollo ajillo marinada,Pechuga de pollo ajillo marinada,,pechuga de pollo ajillo marinada,,,FABRICANTE,2305061002702,ES,es,branded,,,,,1.0,100g,118.0,493.71,False,18.9,3.2,0.7,,3.1,0.7,,,,,,,687.9999999999999,1.72,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305061002702,,,,,,,,Pechuga de pollo ajillo marinada,pechuga pechugas de des pollo pollos ajillo ajillos marinada marinadas nan nans mercadona mercadonas,,94,False,GRP-02698,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303440003098,Lomo ajillo,Lomo ajillo,Lomo ajillo,,lomo ajillo,,,FABRICANTE,2303440003098,ES,es,branded,,,,,1.0,100g,490.0,2050.16,False,20.0,0.0,0.0,,3.0,1.0,,,,,,,400.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303440003098,,,,,,,,Lomo ajillo,lomo lomos ajillo ajillos nan nans mercadona mercadonas,,85,True,GRP-02079,REVIEW,"kcal declarada (490) se aleja de la estimada por macros (107), 358% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302831003334,Pechuga de pollo marinada,Pechuga de pollo marinada,Pechuga de pollo marinada,,pechuga de pollo marinada,,,FABRICANTE,2302831003334,ES,es,branded,,,,,1.0,100g,101.0,422.58,False,17.2,3.5,0.5,,2.0,0.6,,,,,,,800.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302831003334,,,,,,,,Pechuga de pollo marinada,pechuga pechugas de des pollo pollos marinada marinadas nan nans mercadona mercadonas,,94,True,GRP-02735,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304901002285,Chuletas de lomo,Chuletas de lomo,Chuletas de lomo,,chuletas de lomo,,,FABRICANTE,2304901002285,ES,es,branded,,,,,1.0,100g,154.0,644.34,False,21.0,0.0,0.0,,7.0,2.0,,,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304901002285,,,,,,,,Chuletas de lomo,chuletas chuleta de des lomo lomos nan nans mercadona mercadonas,,94,True,GRP-00908,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303682004754,Pechuga entera,Pechuga entera,Pechuga entera,,pechuga entera,,,FABRICANTE,2303682004754,ES,es,branded,,,,,1.0,100g,120.0,502.08,False,23.0,0.0,0.0,,2.0,0.0,,,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303682004754,,,,,,,,Pechuga entera,pechuga pechugas entera enteras nan nans mercadona mercadonas,,94,True,GRP-02800,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303394003724,Fiambre de lomo,Fiambre de lomo,Fiambre de lomo,,fiambre de lomo,,,FABRICANTE,2303394003724,ES,es,branded,,,,,1.0,100g,91.0,380.74,False,16.3,1.6,0.7,,2.2,0.71,,,,,,,960.0,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303394003724,,,,,,,,Fiambre de lomo,fiambre fiambres de des lomo lomos nan nans mercadona mercadonas,,94,True,GRP-01273,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-233028730000100290002907,Hamburguesas vacuno,Hamburguesas vacuno,Hamburguesas vacuno,,hamburguesas vacuno,,,FABRICANTE,233028730000100290002907,ES,es,branded,,,,,1.0,100g,207.0,866.09,False,19.4,0.9,0.5,,14.0,6.5,,,,,,,600.0,1.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,233028730000100290002907,,,,,,,,Hamburguesas vacuno,hamburguesas hamburguesa vacuno vacunos nan nans mercadona mercadonas,,94,True,GRP-01731,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303395005628,Filetes lomo familiar,Filetes lomo familiar,Filetes lomo familiar,,filetes lomo familiar,,,FABRICANTE,2303395005628,ES,es,branded,,,,,1.0,100g,152.0,635.97,False,18.0,0.0,0.0,,8.9,3.28,,,,,,,60.0,0.15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303395005628,,,,,,,,Filetes lomo familiar,filetes filet lomo lomos familiar familiars nan nans mercadona mercadonas,,94,False,GRP-01570,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302833003639,Pechuga finas hierbas,Pechuga finas hierbas,Pechuga finas hierbas,,pechuga finas hierbas,,,FABRICANTE,2302833003639,ES,es,branded,,,,,1.0,100g,86.0,359.82,False,17.6,1.2,0.1,,1.1,0.4,,,,,,,800.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302833003639,,,,,,,,Pechuga finas hierbas,pechuga pechugas finas fina hierbas hierba nan nans mercadona mercadonas,,94,False,GRP-02817,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302839003831,Pinchos s/varilla,Pinchos s/varilla,Pinchos s/varilla,,pinchos s varilla,,,FABRICANTE,2302839003831,ES,es,branded,,,,,1.0,100g,103.0,430.95,False,17.7,2.0,0.5,,2.7,1.0,,,,,,,980.0,2.45,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302839003831,,,,,,,,Pinchos s/varilla,pinchos pincho varilla varillas nan nans mercadona mercadonas,,94,True,GRP-02999,OK,,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302787004140,Pollo,Pollo,Pollo,,pollo,,,FABRICANTE,2302787004140,ES,es,branded,,,,,1.0,100g,108.0,451.87,False,0.19,0.5,0.0,,1.8,0.6,,,,,,,4010.5589999999997,10.0263975,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302787004140,,,,,,,,Pollo,pollo pollos nan nans mercadona mercadonas,,85,True,GRP-03132,REVIEW,"kcal declarada (108) se aleja de la estimada por macros (19), 470% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302787003969,Pollo,Pollo,Pollo,,pollo,,,FABRICANTE,2302787003969,ES,es,branded,,,,,1.0,100g,457.0,1912.09,False,22.3,0.9,0.7,,1.7,0.5,,,,,,,120.0,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302787003969,,,,,,,,Pollo,pollo pollos nan nans mercadona mercadonas,,85,True,GRP-03142,REVIEW,"kcal declarada (457) se aleja de la estimada por macros (108), 323% de diferencia",,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
