internal_id,food_name,food_name_original,food_name_es,food_name_en,food_name_normalized,sci_name,langual_codes,source,source_id,country,language,food_type,category,subcategory,state,preparation,edible_portion,reference_basis,kcal_100g,kj_100g,energy_calculated,protein_g_100g,carbohydrates_g_100g,sugars_g_100g,starch_g_100g,fat_g_100g,saturated_fat_g_100g,monounsaturated_fat_g_100g,polyunsaturated_fat_g_100g,trans_fat_g_100g,omega3_g_100g,omega6_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,salt_calculated,cholesterol_mg_100g,water_g_100g,alcohol_g_100g,calcium_mg_100g,iron_mg_100g,magnesium_mg_100g,phosphorus_mg_100g,potassium_mg_100g,zinc_mg_100g,copper_mg_100g,iodine_ug_100g,selenium_ug_100g,vitamin_a_ug_100g,vitamin_c_mg_100g,vitamin_d_ug_100g,vitamin_e_mg_100g,vitamin_b6_mg_100g,vitamin_b12_ug_100g,folate_ug_100g,thiamine_mg_100g,riboflavin_mg_100g,niacin_mg_100g,pantothenic_acid_mg_100g,biotin_ug_100g,added_sugars_g_100g,lactose_g_100g,polyols_g_100g,choline_mg_100g,caffeine_mg_100g,manganese_mg_100g,fluoride_mg_100g,arachidic_acid_g_100g,lauric_acid_g_100g,myristic_acid_g_100g,palmitic_acid_g_100g,stearic_acid_g_100g,oleic_acid_g_100g,linoleic_acid_g_100g,alpha_linolenic_acid_g_100g,arachidonic_acid_g_100g,epa_g_100g,dha_g_100g,brand,barcode,package_size_g,package_price,price_per_kg,price_per_100g,cost_per_20g_protein,cost_per_30g_protein,protein_per_euro,search_name,search_tokens,aliases,data_quality_score,preferred_record,duplicate_group_id,validation_status,validation_notes,notes,created_at,updated_at
BEDCA-2160,"Pan blanco, de barra","Pan blanco, de barra","Pan blanco, de barra",White bread,pan blanco de barra,,A0691 A0729 A0817 A0943 A1240 A1290 B1312 C0165 E0150 F0014 G0005 H0319 H0367 H0752 J0003 K0003 M0159 N0039 P0024 Z0112,BEDCA,2160,ES,es,generic,,,,,1.0,100g,238.84,999.3,False,8.3,47.0,,,1.6,0.39,0.28,0.34,,,,3.5,650.0,1.625,True,0.0,34.6,0.0,56.0,1.6,25.0,90.0,120.0,0.6,,4.7,28.0,0.0,0.0,0.0,,0.06,0.0,23.0,0.08,0.05,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan blanco, de barra",pan pans blanco blancos de des barra barras white whites bread breads,White bread,93,True,GRP-02499,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2161,"Pan blanco, de molde, tostado","Pan blanco, de molde, tostado","Pan blanco, de molde, tostado","Bread, sliced, toasted",pan blanco de molde tostado,,A0691 A0729 A0820 A1240 A1290 B1312 C0155 E0131 F0014 G0003 H0136 H0367 H0398 H0751 J0003 K0003 M0172 N0036 P0188 Z0112,BEDCA,2161,ES,es,generic,,,,,1.0,100g,248.06,1037.9,False,7.3,45.7,,,3.7,0.56,0.73,1.17,1.004,,,3.6,613.0,1.5325,True,0.0,36.9,0.0,24.0,1.4,21.0,91.0,129.0,0.5,,7.0,33.6,0.0,0.0,,0.4,0.1,,27.0,0.19,0.04,1.5,,,,,,,,,,,0.009,0.019,0.915,0.343,1.427,1.258,0.081,,,,,,,,,,,,,"Pan blanco, de molde, tostado",pan pans blanco blancos de des molde moldes tostado tostados bread breads sliced sliceds toasted toasteds,"Bread, sliced, toasted",93,True,GRP-02500,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2162,"Pan blanco, frito","Pan blanco, frito","Pan blanco, frito","White bread, fried",pan blanco frito,,A0691 A0729 A0820 A1240 A1290 B1312 C0155 E0131 F0014 G0035 H0751 J0003 K0003 M0001 N0001 P0024 Z0112,BEDCA,2162,ES,es,generic,,,frito,,1.0,100g,259.24,1084.64,False,8.82,51.5,,,1.6,0.39,0.28,0.34,,,,3.5,509.6,1.274,True,,34.4,0.0,54.88,89.18,24.6,89.18,107.8,0.59,,3.92,,0.0,0.0,0.0,0.0,0.05,0.0,9.0,0.15,0.04,3.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan blanco, frito",pan pans blanco blancos frito fritos white whites bread breads fried frieds,"White bread, fried",93,True,GRP-02501,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2163,Pan integral,Pan integral,Pan integral,Whole wheat bread,pan integral,,A0691 A0729 A0818 A0946 A1240 A1290 B1219 C0133 E0106 F0014 G0005 H0254 H0341 H0367 H0403 H0695 H0704 H0749 H0753 H0758 J0003 K0004 M0197 N0036 P0024 R0001 Z0112,BEDCA,2163,ES,es,generic,,,,,1.0,100g,249.59,1044.3,False,10.9,44.0,,,3.0,0.7,1.4,0.8,,,,6.0,530.0,1.325,True,0.0,36.1,0.0,99.0,3.77,58.0,191.0,222.0,1.38,,5.0,32.1,0.0,0.3,0.0,0.66,0.32,0.08,37.0,0.35,0.33,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan integral,pan pans integral integrals whole wholes wheat wheats bread breads,Whole wheat bread,93,True,GRP-02537,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2164,"Pan integral, de molde, tostado","Pan integral, de molde, tostado","Pan integral, de molde, tostado","Bread, whole wheat, sliced, toasted",pan integral de molde tostado,,A0691 A0729 A0820 A1240 A1290 B1312 C0165 E0131 F0014 G0003 H0136 H0367 H0751 J0003 K0003 M0172 N0036 P0188 Z0112,BEDCA,2164,ES,es,generic,,,,,1.0,100g,249.59,1044.3,False,10.9,44.0,,,3.0,0.7,1.4,0.8,1.004,,,6.0,530.0,1.325,True,0.0,36.1,0.0,99.0,3.77,58.0,191.0,222.0,1.38,,5.0,32.1,0.0,0.3,0.0,0.66,0.32,0.08,37.0,0.35,0.33,6.67,,,,,,,,,,,0.009,0.019,0.915,0.343,1.427,1.258,0.081,,,,,,,,,,,,,"Pan integral, de molde, tostado",pan pans integral integrals de des molde moldes tostado tostados bread breads whole wholes wheat wheats sliced sliceds toasted toasteds,"Bread, whole wheat, sliced, toasted",93,True,GRP-02532,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2165,"Pan blanco, tostado","Pan blanco, tostado","Pan blanco, tostado","White bread, toasted",pan blanco tostado,,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0208 E0147 F0014 G0005 G0010 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,2165,ES,es,generic,,,,,1.0,100g,303.68,1270.6,False,10.1,59.2,,55.1,2.5,0.6,0.4,1.0,,,,4.5,650.0,1.625,True,0.0,23.7,0.0,85.0,2.2,28.0,100.0,100.0,0.6,,7.0,33.6,0.0,0.0,0.0,0.01,0.09,0.0,21.0,0.23,0.15,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan blanco, tostado",pan pans blanco blancos tostado tostados white whites bread breads toasted toasteds,"White bread, toasted",93,True,GRP-02504,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2166,"Pan blanco, tostado sin sal","Pan blanco, tostado sin sal","Pan blanco, tostado sin sal","White bread, toasted, without salt",pan blanco tostado sin sal,,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0208 E0147 F0014 G0005 G0010 H0256 J0003 K0003 M0001 N0001 P0024 P0080 R0212 R0497 Z0112,BEDCA,2166,ES,es,generic,,,,,1.0,100g,303.68,1270.6,False,10.1,59.2,,55.1,2.5,0.6,0.4,1.0,,,,4.5,3.0,0.0075,True,0.0,23.7,0.0,85.0,2.2,28.0,100.0,100.0,0.6,,7.0,33.6,0.0,0.0,0.0,0.01,0.09,0.0,21.0,0.23,0.15,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan blanco, tostado sin sal",pan pans blanco blancos tostado tostados sin sins sal sals white whites bread breads toasted toasteds without withouts salt salts,"White bread, toasted, without salt",93,True,GRP-02503,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2167,Pan de centeno,Pan de centeno,Pan de centeno,Rye bread,pan de centeno,,A0691 A0729 A0817 A0943 A1240 A1290 B1313 C0165 E0150 F0014 G0005 H0319 H0367 H0752 J0003 K0003 M0159 N0039 P0024 Z0112,BEDCA,2167,ES,es,generic,,,,,1.0,100g,220.16,921.17,False,6.21,45.8,,,1.0,0.101,0.1,0.5,,,,6.46,523.0,1.3075,True,0.0,40.5,0.0,29.0,2.4,35.0,119.0,244.0,1.2,,8.5,30.9,0.0,0.0,0.0,1.1,0.09,0.0,16.0,0.18,0.11,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan de centeno,pan pans de des centeno centenos rye ryes bread breads,Rye bread,93,True,GRP-02515,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2168,Pan de leche,Pan de leche,Pan de leche,Milk bread,pan de leche,,A0691 A0729 A0817 A0943 A1240 A1290 B1312 C0155 E0150 F0014 G0005 H0184 H0319 H0367 H0752 J0003 K0003 M0159 N0039 P0024 Z0112,BEDCA,2168,ES,es,generic,Grains and grain-based products,Fine bakery wares,,,1.0,100g,414.15,1732.8,False,10.0,52.1,,,18.3,4.4,,,,,,2.3,174.0,0.435,True,,18.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan de leche,pan pans de des leche leches milk milks bread breads,Milk bread,93,True,GRP-02516,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2169,"Pan integral, sin sal","Pan integral, sin sal","Pan integral, sin sal","Whole wheat bread, without salt",pan integral sin sal,,A0691 A0729 A0820 A1240 A1290 B1312 C0165 E0131 F0014 G0005 H0751 J0003 K0003 M0001 N0001 P0024 Z0112,BEDCA,2169,ES,es,generic,,,,,1.0,100g,249.59,1044.3,False,10.9,44.0,,,3.0,0.7,1.4,0.8,,,,6.0,3.0,0.0075,True,0.0,36.1,0.0,99.0,3.77,58.0,191.0,222.0,1.38,,5.0,32.1,0.0,0.3,0.0,0.66,0.32,0.08,37.0,0.35,0.33,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan integral, sin sal",pan pans integral integrals sin sins sal sals whole wholes wheat wheats bread breads without withouts salt salts,"Whole wheat bread, without salt",93,True,GRP-02535,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2170,"Pan integral, tostado","Pan integral, tostado","Pan integral, tostado","Whole bread, toasted",pan integral tostado,,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0133 E0147 F0014 G0005 G0010 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0113,BEDCA,2170,ES,es,generic,,,,,1.0,100g,267.4,1118.8,False,10.8,48.7,,46.4,2.9,0.6,0.6,1.12,,,,8.7,640.0,1.6,True,0.0,28.9,0.0,63.0,3.2,89.0,230.0,270.0,2.1,,,41.0,0.0,0.0,0.0,0.2,0.14,0.0,46.0,0.34,0.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan integral, tostado",pan pans integral integrals tostado tostados whole wholes bread breads toasted toasteds,"Whole bread, toasted",93,True,GRP-02536,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2171,Pan rallado,Pan rallado,Pan rallado,Breadcrumbs,pan rallado,,A0457 A0691 A0729 A0817 A0943 A1240 A1290 B1312 C0155 E0106 F0014 G0005 H0180 H0753 J0116 K0001 M0172 N0036 P0024 Z0112,BEDCA,2171,ES,es,generic,Grains and grain-based products,Bread and similar products,,,1.0,100g,257.81,1078.69,False,8.47,51.5,,,1.6,0.39,0.28,0.34,,,,3.5,540.0,1.35,True,0.0,34.9,0.0,56.0,1.6,25.1,91.0,110.0,0.61,,4.7,28.0,0.0,0.0,0.0,,0.06,0.0,23.0,0.086,0.06,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan rallado,pan pans rallado rallados breadcrumbs breadcrumb,Breadcrumbs,93,True,GRP-02543,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2173,Pan tostado integral,Pan tostado integral,Pan tostado integral,"Whole wheat bread, toast",pan tostado integral,,A0691 A0729 A0818 A0946 A1240 A1290 B1219 C0158 E0136 F0014 G0010 H0263 H0367 H0749 H0753 H0754 J0003 K0004 M0156 M0166 M0213 N0036 N0039 P0024 R0001 Z0112,BEDCA,2173,ES,es,generic,,,,,1.0,100g,303.68,1270.6,False,10.1,59.2,,55.1,2.5,0.6,0.6,0.9,,,,4.5,640.0,1.6,True,0.0,23.7,0.0,85.0,3.2,28.0,100.0,100.0,0.6,,,33.6,0.0,0.0,0.0,0.2,0.09,0.0,46.0,0.23,0.15,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan tostado integral,pan pans tostado tostados integral integrals whole wholes wheat wheats bread breads toast toasts,"Whole wheat bread, toast",93,True,GRP-02547,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2174,"Pan, tipo hamburguesa","Pan, tipo hamburguesa","Pan, tipo hamburguesa",Burguer bread,pan tipo hamburguesa,,A0691 A0729 A0820 A1240 A1290 B1312 C0155 E0131 F0014 G0003 H0136 H0367 H0751 J0003 K0003 M0172 N0036 P0188 Z0112,BEDCA,2174,ES,es,generic,,,,,1.0,100g,265.2,1109.58,False,7.54,47.5,,,4.7,1.0,1.4,1.3082,,,,4.1,550.0,1.375,True,0.0,36.2,0.0,210.5,2.3,34.03,150.0,110.0,1.84,,2.6,28.0,0.01,0.0,0.0,0.26,0.1,0.91,26.0,0.32,0.14,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pan, tipo hamburguesa",pan pans tipo tipos hamburguesa hamburguesas burguer burguers bread breads,Burguer bread,93,True,GRP-02544,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2175,Pastas de te,Pastas de te,Pastas de te,Tea cookie,pastas de te,,A0457 A0695 A0729 A0821 A0936 A1240 A1290 B1324 C0155 E0147 F0014 G0005 H0158 H0271 J0003 K0003 M0001 N0001 P0024 R0212 Z0112,BEDCA,2175,ES,es,generic,,,,,1.0,100g,346.44,1449.5,False,8.9,58.3,,,8.3,,,1.29,0.235,,,,300.0,0.75,True,20.0,27.0,0.0,98.0,2.9,32.0,110.0,240.0,0.8,,,,,,0.0,,0.06,,40.0,0.2,0.17,3.8,,,,,,,,,,,1.33,0.622,6.945,2.331,9.099,1.984,0.082,,,,,,,,,,,,,Pastas de te,pastas pasta de des te tes tea teas cookie cookies,Tea cookie,82,True,GRP-02594,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2176,Rosquilla,Rosquilla,Rosquilla,Ring-shaped pastry,rosquilla,,A0248 A0456 A0695 A0733 A0821 A0951 A1240 B1312 C0155 E0147 F0014 G0005 H0158 H0184 H0186 H0221 J0003 K0003 M0001 N0001 P0024 R0212 Z0112,BEDCA,2176,ES,es,generic,,,,,1.0,100g,348.73,1459.1,False,7.8,49.3,,,13.2,7.9,3.9,0.8,,,,2.7,281.0,0.7025,True,41.0,27.0,0.0,93.0,2.72,11.0,150.0,90.0,0.3,,15.0,9.1,76.0,0.0,0.42,0.67,0.12,0.24,39.0,0.2,0.16,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosquilla,rosquilla rosquillas ring rings shaped shapeds pastry pastrys,Ring-shaped pastry,93,True,GRP-03349,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2177,Salvado de trigo,Salvado de trigo,Salvado de trigo,"Wheat, bran",salvado de trigo,,A0693 A0729 A0813 A0969 A1240 A1290 B1312 C0288 E0150 F0001 G0003 H0138 H0318 J0116 M0159 N0039 P0024 Z0154,BEDCA,2177,ES,es,generic,,,,,1.0,100g,189.02,790.84,False,15.55,21.72,,,4.25,0.63,0.637,2.212,,,,42.8,2.0,0.005,True,0.0,9.9,0.0,73.0,10.57,611.0,1013.0,1182.0,7.27,,0.0,77.6,0.0,0.0,0.0,2.32,1.303,0.0,79.0,0.523,0.577,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvado de trigo,salvado salvados de des trigo trigos wheat wheats bran brans,"Wheat, bran",93,True,GRP-03413,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2178,Semilla de lino,Semilla de lino,Semilla de lino,"Flax, seeds",semilla de lino,,A0693 A0729 A0812 A0969 A1240 A1290 B1700 C0155 E0150 F0001 G0003 H0003 M0001 N0001 P0024 Z0154,BEDCA,2178,ES,es,generic,,,,,1.0,100g,564.49,2361.81,False,18.29,28.88,,,42.16,3.663,7.527,28.73,,,,27.3,30.0,0.075,True,0.0,6.96,0.0,255.0,5.73,392.0,642.0,813.0,4.34,,,25.4,0.0,0.6,0.0,0.31,0.473,0.0,87.0,1.644,0.161,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semilla de lino,semilla semillas de des lino linos flax flaxs seeds seed,"Flax, seeds",93,True,GRP-03443,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2180,Torta de aceite,Torta de aceite,Torta de aceite,Oil cake,torta de aceite,,A0458 A0693 A0729 A0970 A1240 A1271 B1312 C0158 E0147 F0014 G0005 H0158 H0229 H0319 H0341 H0367 H0752 K0003 M0172 N0036 P0024 R0212 Z0112,BEDCA,2180,ES,es,generic,Grains and grain-based products,Bread and similar products,,,1.0,100g,151.41,633.5,False,1.9,21.0,,,6.6,0.9,5.3,0.4,,,,0.2,200.0,0.5,True,0.0,70.5,0.0,64.9,0.6,18.9,76.9,198.2,0.8,,24.0,13.3,26.8,0.0,0.1,1.5,0.09,0.0,29.4,0.07,0.18,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torta de aceite,torta tortas de des aceite aceites oil oils cake cakes,Oil cake,93,True,GRP-03663,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2181,"Almendra, cruda, con cáscara","Almendra, cruda, con cáscara","Almendra, cruda, con cáscara","Almond, raw, in shell",almendra cruda con cascara,Prunus dulcis,A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1272 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,2181,ES,es,generic,,,crudo,,0.98,100g,586.41,2453.56,False,21.22,5.36,,,54.1,4.142,36.6,12.861,,,,13.5,14.0,0.035,True,0.0,5.65,0.0,252.0,4.1,270.0,454.0,835.0,3.2,,2.0,3.5,20.0,0.0,0.0,26.15,0.155,0.0,45.0,0.22,0.62,5.5,,,,,,,,,,,0.0,0.03,2.98,1.08,27.3,11.06,0.05,,,0.02,,,,,,,,,,"Almendra, cruda, con cáscara",almendra almendras cruda crudas con cons cascara cascaras almond almonds raw raws in ins shell shells,"Almond, raw, in shell",93,True,GRP-00254,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2182,"Almendra, tostada","Almendra, tostada","Almendra, tostada","Almond, toast",almendra tostada,,A0455 A0703 A0730 A0824 A1003 A1282 B1272 C0155 E0150 F0014 G0010 H0367 J0003 K0003 M0172 N0036 P0024 R0212 Z0112,BEDCA,2182,ES,es,generic,,,,,1.0,100g,587.93,2459.91,False,22.9,6.6,,,52.93,4.047,33.658,12.649,,,,13.4,14.0,0.035,True,0.0,1.55,0.0,240.0,3.1,270.0,560.0,790.0,3.3,,2.0,1.17,1.0,0.0,0.0,26.264,0.09,0.0,36.0,0.13,0.57,5.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Almendra, tostada",almendra almendras tostada tostadas almond almonds toast toasts,"Almond, toast",93,True,GRP-00259,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2183,Altramuz,Altramuz,Altramuz,Lupin,altramuz,,A0704 A0730 A0831 A1003 A1236 A1282 B1701 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,BEDCA,2183,ES,es,generic,,,,,1.0,100g,397.16,1661.73,False,36.17,40.38,,,9.74,1.156,3.94,2.439,,,,,15.0,0.0375,True,0.0,10.44,0.0,176.0,4.36,198.0,440.0,1013.0,4.75,,,8.2,6.9,4.8,0.0,,0.357,0.0,335.0,0.64,0.22,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altramuz,altramuz altramuzs lupin lupins,Lupin,87,True,GRP-00264,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2184,"Avellana, cruda, con cáscara","Avellana, cruda, con cáscara","Avellana, cruda, con cáscara","Filbert or hazelnut, raw, in shell",avellana cruda con cascara,Corylus avellana,A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1533 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,2184,ES,es,generic,,,crudo,,0.61,100g,636.2,2661.85,False,12.009,10.5,,,61.6,4.074,48.07,8.609,,,,8.22,6.0,0.015,True,0.0,5.26,0.0,226.0,3.8,156.0,333.0,636.0,2.1,,1.5,4.5,4.8,3.0,0.0,26.19,0.59,0.0,71.0,0.39,0.21,3.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avellana, cruda, con cáscara",avellana avellanas cruda crudas con cons cascara cascaras filbert filberts or ors hazelnut hazelnuts raw raws in ins shell shells,"Filbert or hazelnut, raw, in shell",93,True,GRP-00326,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2185,"Cacahuete, crudo, con cáscara","Cacahuete, crudo, con cáscara","Cacahuete, crudo, con cáscara","Peanut, raw, in shell",cacahuete crudo con cascara,Arachis hypogaea,A0260 A0455 A0629 A0652 A0703 A0730 A0824 B1337 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,2185,ES,es,generic,,,crudo,,0.71,100g,541.44,2265.38,False,25.23,7.91,,,43.06,6.75,23.14,13.19,,0.4,,8.1,2.0,0.005,True,0.0,10.58,0.0,60.0,2.5,210.0,430.0,670.0,3.5,,13.0,7.2,0.333,0.0,0.0,10.94,0.44,0.0,110.0,0.9,0.155,18.383,,,,,,,,,,,,0.01,4.06,1.23,22.26,12.72,0.35,,0.01,0.04,,,,,,,,,,"Cacahuete, crudo, con cáscara",cacahuete cacahuetes crudo crudos con cons cascara cascaras peanut peanuts raw raws in ins shell shells,"Peanut, raw, in shell",93,True,GRP-00586,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2186,"Cacahuete, tostado, salado","Cacahuete, tostado, salado","Cacahuete, tostado, salado","Peanut, toasted, salted",cacahuete tostado salado,Arachis hypogaea,A0260 A0455 A0629 A0652 A0703 A0730 A0824 B1337 C0155 E0151 F0014 G0010 H0138 H0173 H0233 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,2186,ES,es,generic,,,,,1.0,100g,597.08,2498.2,False,24.5,7.1,,3.2,53.0,9.5,24.2,16.5,,,,6.9,400.0,1.0,True,0.0,8.5,0.0,37.0,1.3,180.0,410.0,810.0,2.9,,19.0,4.0,0.0,0.0,0.0,0.66,0.63,0.0,52.0,0.18,0.1,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cacahuete, tostado, salado",cacahuete cacahuetes tostado tostados salado salados peanut peanuts toasted toasteds salted salteds,"Peanut, toasted, salted",93,True,GRP-00588,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2187,"Castaña, cruda","Castaña, cruda","Castaña, cruda",Chestnut,castana cruda,,A0455 A0703 A0730 A0824 A1003 A1282 B1544 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0204,BEDCA,2187,ES,es,generic,,,crudo,,0.82,100g,178.53,746.95,False,2.65,36.5,,,2.52,0.42,0.83,1.25,,,,6.7,11.0,0.0275,True,0.0,52.0,0.0,36.53,1.58,34.3,74.0,500.0,2.36,,0.02,1.8,4.0,17.2,0.0,1.2,0.32,0.0,12.42,0.18,0.23,0.95,,,,,,,,,,,,0.0,0.37,0.02,0.79,1.1,0.15,,,,,,,,,,,,,"Castaña, cruda",castana castanas cruda crudas chestnut chestnuts,Chestnut,93,True,GRP-00676,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2188,Crema de almendras,Crema de almendras,Crema de almendras,"Almond, cream",crema de almendras,Prunus amygdalus l,A0180 A0463 A0637 A0722 A0735 A0760 A0824 B1272 C0155 E0102 F0014 G0014 G0028 H0148 H0227 H0296 H0367 J0131 K0003 M0151 N0041 P0024 R0212 R0497 Z0109 Z0205,BEDCA,2188,ES,es,generic,,,,,1.0,100g,377.99,1581.5,False,4.6,59.7,,,13.2,0.9,7.6,2.1,,,,0.5,3.0,0.0075,True,0.0,22.0,0.0,49.0,0.8,63.0,168.0,186.0,0.7,,0.0,4.2,0.0,0.0,0.0,5.2,0.02,0.0,8.0,0.05,0.1,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crema de almendras,crema cremas de des almendras almendra almond almonds cream creams,"Almond, cream",93,True,GRP-01100,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2189,Frutos secos,Frutos secos,Frutos secos,Nuts,frutos secos,,A0455 A0703 A0730 A0824 A1003 A1282 B1213 C0155 E0150 F0014 G0010 H0367 J0003 K0003 M0172 N0036 P0024 R0212 Z0112,BEDCA,2189,ES,es,generic,,,,,1.0,100g,563.26,2356.7,False,1.3,25.35,,,51.45,6.899,31.395,10.768,,,,9.0,669.0,1.6725,True,0.0,1.75,0.0,70.0,3.7,225.0,435.0,597.0,3.8,,,7.5,1.5,0.4,0.0,10.94,0.296,0.0,50.0,0.2,0.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frutos secos,frutos fruto secos seco nuts nut,Nuts,93,True,GRP-01624,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
